UBIGEO,NOM_DEP,NOM_PROV,NOM_DIST,COD_ REG_NAT,REGION NATURAL
220605,SAN MARTIN,MARISCAL CACERES,PAJARILLO,4,SELVA BAJA
220701,SAN MARTIN,PICOTA,PICOTA,4,SELVA BAJA
220702,SAN MARTIN,PICOTA,BUENOS AIRES,4,SELVA BAJA
220703,SAN MARTIN,PICOTA,CASPISAPA,4,SELVA BAJA
220704,SAN MARTIN,PICOTA,PILLUANA,4,SELVA BAJA
220705,SAN MARTIN,PICOTA,PUCACACA,4,SELVA BAJA
220706,SAN MARTIN,PICOTA,SAN CRISTOBAL,4,SELVA BAJA
220707,SAN MARTIN,PICOTA,SAN HILARION,4,SELVA BAJA
220708,SAN MARTIN,PICOTA,SHAMBOYACU,4,SELVA BAJA
220709,SAN MARTIN,PICOTA,TINGO DE PONASA,4,SELVA BAJA
220710,SAN MARTIN,PICOTA,TRES UNIDOS,4,SELVA BAJA
220801,SAN MARTIN,RIOJA,RIOJA,3,SELVA ALTA
220802,SAN MARTIN,RIOJA,AWAJUN,3,SELVA ALTA
220803,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,3,SELVA ALTA
220804,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,3,SELVA ALTA
220805,SAN MARTIN,RIOJA,PARDO MIGUEL,3,SELVA ALTA
220806,SAN MARTIN,RIOJA,POSIC,3,SELVA ALTA
220807,SAN MARTIN,RIOJA,SAN FERNANDO,3,SELVA ALTA
220808,SAN MARTIN,RIOJA,YORONGOS,3,SELVA ALTA
220809,SAN MARTIN,RIOJA,YURACYACU,3,SELVA ALTA
220901,SAN MARTIN,SAN MARTIN,TARAPOTO,4,SELVA BAJA
220902,SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,4,SELVA BAJA
220903,SAN MARTIN,SAN MARTIN,CACATACHI,4,SELVA BAJA
220904,SAN MARTIN,SAN MARTIN,CHAZUTA,4,SELVA BAJA
220905,SAN MARTIN,SAN MARTIN,CHIPURANA,4,SELVA BAJA
220906,SAN MARTIN,SAN MARTIN,EL PORVENIR,4,SELVA BAJA
220907,SAN MARTIN,SAN MARTIN,HUIMBAYOC,4,SELVA BAJA
220908,SAN MARTIN,SAN MARTIN,JUAN GUERRA,4,SELVA BAJA
220909,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,4,SELVA BAJA
220910,SAN MARTIN,SAN MARTIN,MORALES,4,SELVA BAJA
220911,SAN MARTIN,SAN MARTIN,PAPAPLAYA,4,SELVA BAJA
220912,SAN MARTIN,SAN MARTIN,SAN ANTONIO,4,SELVA BAJA
220913,SAN MARTIN,SAN MARTIN,SAUCE,3,SELVA ALTA
220914,SAN MARTIN,SAN MARTIN,SHAPAJA,4,SELVA BAJA
221001,SAN MARTIN,TOCACHE,TOCACHE,3,SELVA ALTA
221002,SAN MARTIN,TOCACHE,NUEVO PROGRESO,3,SELVA ALTA
221003,SAN MARTIN,TOCACHE,POLVORA,3,SELVA ALTA
221004,SAN MARTIN,TOCACHE,SHUNTE,3,SELVA ALTA
221005,SAN MARTIN,TOCACHE,UCHIZA,3,SELVA ALTA
221006,SAN MARTIN,TOCACHE,SANTA LUCIA,3,SELVA ALTA
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
