ID,ARFFS,SEDE,DEPART,AÑO,MES,NOMCOM,NOMCIE,TIPPROD,PRODUC,DIMENS,UNID,PRECIO,OBSERV,RECURSO
28711,GORE HUANUCO,HUANUCO,HUANUCO,2020,ENE,EUCALIPTO,EUCALYPTUS GLOBULUS,LEÑA,LEÑA,,CARGA,20.00,,MADERABLE
28876,GORE HUANUCO,HUANUCO,HUANUCO,2020,DIC,EUCALIPTO,EUCALYPTUS GLOBULUS,LEÑA,LEÑA,,CARGA,20.00,,MADERABLE
30912,GORE HUANUCO,HUANUCO,HUANUCO,2021,ENE,EUCALIPTO,EUCALYPTUS GLOBULUS,LEÑA,LEÑA,,CARGA,20.00,,MADERABLE
31077,GORE HUANUCO,HUANUCO,HUANUCO,2021,FEB,EUCALIPTO,EUCALYPTUS GLOBULUS,LEÑA,LEÑA,,CARGA,20.00,,MADERABLE
31242,GORE HUANUCO,HUANUCO,HUANUCO,2021,MAR,EUCALIPTO,EUCALYPTUS GLOBULUS,LEÑA,LEÑA,,CARGA,20.00,,MADERABLE
60830,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2019,JUN,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
60850,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2019,JUL,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
60870,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2019,AGO,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
60890,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2019,SET,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
60910,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2019,OCT,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
60930,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2019,NOV,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
60950,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2019,DIC,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
60970,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2018,ENE,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
60990,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2018,MAR,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
61010,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2018,ABR,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
61030,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2018,MAY,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
61050,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2018,JUN,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
61070,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2018,SET,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
61090,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2018,NOV,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
61110,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2017,ENE,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
61130,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2017,FEB,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
61150,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2017,MAR,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
61170,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2017,ABR,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
61190,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2017,MAY,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
61210,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2017,JUN,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
61230,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2017,JUL,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
61250,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2017,SET,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
61270,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2017,OCT,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
61290,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2017,NOV,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
61310,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2017,DIC,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
61330,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2016,MAY,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,MERCADOS DE SAN RAMON Y LA MERCED,NO MADERABLE
63570,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2020,ENE,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
63590,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2020,MAR,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
63610,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2020,ABR,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
63630,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2020,MAY,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
63650,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2020,JUN,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
63670,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2020,JUL,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
63690,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2020,AGO,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
63710,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2020,SET,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
63730,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2020,OCT,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
63750,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2020,NOV,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
63770,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2020,DIC,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
64107,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2021,ENE,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
64127,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2021,FEB,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
64147,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2021,ABR,ACHIOTE,S/D,PLANTAS MEDICINALES,HOJA,,KG,2.80,,NO MADERABLE
67048,GORE MADRE DE DIOS,TAMBOPATA,MADRE DE DIOS,2024,NOV,AGUAJE,MAURITIA FLEXUOSA,FRUTOS,FRUTO,,KG,10.00,,NO MADERABLE
67052,GORE MADRE DE DIOS,TAMBOPATA,MADRE DE DIOS,2024,DIC,AGUAJE,MAURITIA FLEXUOSA,FRUTOS,FRUTO,,KG,10.00,,NO MADERABLE
67742,GORE MADRE DE DIOS,TAMBOPATA,MADRE DE DIOS,2025,ENE,AGUAJE,MAURITIA FLEXUOSA,PLANTAS MEDICINALES,FRUTO,,KG,10.00,,NO MADERABLE
67746,GORE MADRE DE DIOS,TAMBOPATA,MADRE DE DIOS,2025,FEB,AGUAJE,MAURITIA FLEXUOSA,PLANTAS MEDICINALES,FRUTO,,KG,10.00,,NO MADERABLE
67750,GORE MADRE DE DIOS,TAMBOPATA,MADRE DE DIOS,2025,MAR,AGUAJE,MAURITIA FLEXUOSA,PLANTAS MEDICINALES,FRUTO,,KG,10.00,,NO MADERABLE
67754,GORE MADRE DE DIOS,TAMBOPATA,MADRE DE DIOS,2025,ABR,AGUAJE,MAURITIA FLEXUOSA,PLANTAS MEDICINALES,FRUTO,,KG,10.00,,NO MADERABLE
67758,GORE MADRE DE DIOS,TAMBOPATA,MADRE DE DIOS,2025,MAY,AGUAJE,MAURITIA FLEXUOSA,PLANTAS MEDICINALES,FRUTO,,KG,10.00,,NO MADERABLE
67762,GORE MADRE DE DIOS,TAMBOPATA,MADRE DE DIOS,2025,JUN,AGUAJE,MAURITIA FLEXUOSA,PLANTAS MEDICINALES,FRUTO,,KG,10.00,,NO MADERABLE
22,ATFFS ANCASH,HUARAZ,ANCASH,2016,FEB,ALGARROBO,S/D,CARBON VEGETAL,CARBON VEGETAL,,KG,3.00,,MADERABLE
44,ATFFS ANCASH,HUARAZ,ANCASH,2016,JUN,ALGARROBO,S/D,CARBON VEGETAL,CARBON VEGETAL,,KG,3.20,,MADERABLE
66,ATFFS ANCASH,HUARAZ,ANCASH,2016,JUL,ALGARROBO,S/D,CARBON VEGETAL,CARBON VEGETAL,,KG,3.00,,MADERABLE
88,ATFFS ANCASH,HUARAZ,ANCASH,2016,AGO,ALGARROBO,S/D,CARBON VEGETAL,CARBON VEGETAL,,KG,3.00,,MADERABLE
110,ATFFS ANCASH,HUARAZ,ANCASH,2016,SET,ALGARROBO,S/D,CARBON VEGETAL,CARBON VEGETAL,,KG,3.10,,MADERABLE
132,ATFFS ANCASH,HUARAZ,ANCASH,2016,NOV,ALGARROBO,S/D,CARBON VEGETAL,CARBON VEGETAL,,KG,3.10,,MADERABLE
65998,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2024,FEB,ALMENDRA,S/D,PLANTAS MEDICINALES,HOJA,,KG,7.00,,NO MADERABLE
66009,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2024,MAR,ALMENDRA,S/D,PLANTAS MEDICINALES,HOJA,,KG,7.00,,NO MADERABLE
66020,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2024,ABR,ALMENDRA,S/D,PLANTAS MEDICINALES,HOJA,,KG,7.00,,NO MADERABLE
66031,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2024,MAY,ALMENDRA,S/D,PLANTAS MEDICINALES,HOJA,,KG,7.00,,NO MADERABLE
66042,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2024,JUN,ALMENDRA,S/D,PLANTAS MEDICINALES,HOJA,,KG,7.00,,NO MADERABLE
66053,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2024,JUL,ALMENDRA,S/D,PLANTAS MEDICINALES,HOJA,,KG,7.00,,NO MADERABLE
66064,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2024,AGO,ALMENDRA,S/D,PLANTAS MEDICINALES,HOJA,,KG,7.00,,NO MADERABLE
66075,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2024,SET,ALMENDRA,S/D,PLANTAS MEDICINALES,HOJA,,KG,7.00,,NO MADERABLE
66086,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2024,OCT,ALMENDRA,S/D,PLANTAS MEDICINALES,HOJA,,KG,7.00,,NO MADERABLE
66097,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2024,NOV,ALMENDRA,S/D,PLANTAS MEDICINALES,HOJA,,KG,7.00,,NO MADERABLE
66108,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2024,DIC,ALMENDRA,S/D,PLANTAS MEDICINALES,HOJA,,KG,7.00,,NO MADERABLE
67367,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2025,ENE,ALMENDRA,S/D,PLANTAS MEDICINALES,HOJA,,KG,7.00,,NO MADERABLE
67379,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2025,FEB,ALMENDRA,S/D,PLANTAS MEDICINALES,HOJA,,KG,7.00,,NO MADERABLE
67391,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2025,MAR,ALMENDRA,S/D,PLANTAS MEDICINALES,HOJA,,KG,7.00,,NO MADERABLE
67403,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2025,ABR,ALMENDRA,S/D,PLANTAS MEDICINALES,HOJA,,KG,7.00,,NO MADERABLE
67415,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2025,MAY,ALMENDRA,S/D,PLANTAS MEDICINALES,HOJA,,KG,7.00,,NO MADERABLE
67427,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2025,JUN,ALMENDRA,S/D,PLANTAS MEDICINALES,HOJA,,KG,7.00,,NO MADERABLE
60835,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2019,JUN,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
60855,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2019,JUL,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
60875,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2019,AGO,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
60895,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2019,SET,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
60915,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2019,OCT,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
60935,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2019,NOV,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
60955,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2019,DIC,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
60975,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2018,ENE,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
60995,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2018,MAR,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
61015,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2018,ABR,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
61035,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2018,MAY,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
61055,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2018,JUN,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
61075,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2018,SET,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
61095,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2018,NOV,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
61115,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2017,ENE,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
61135,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2017,FEB,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
61155,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2017,MAR,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
61175,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2017,ABR,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
61195,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2017,MAY,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
61215,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2017,JUN,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
61235,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2017,JUL,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
61255,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2017,SET,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
61275,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2017,OCT,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
61295,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2017,NOV,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
61315,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2017,DIC,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
61335,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2016,MAY,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,MERCADOS DE SAN RAMON Y LA MERCED,NO MADERABLE
63575,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2020,ENE,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
63595,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2020,MAR,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
63615,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2020,ABR,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
63635,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2020,MAY,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
63655,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2020,JUN,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
63675,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2020,JUL,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
63695,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2020,AGO,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
63715,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2020,SET,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
63735,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2020,OCT,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
63755,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2020,NOV,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
63775,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2020,DIC,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
64112,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2021,ENE,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
64132,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2021,FEB,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
64152,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2021,ABR,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
64578,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2022,FEB,ARNICA,S/D,PLANTAS MEDICINALES,HOJA Y FLOR,,KG,5.10,,NO MADERABLE
64598,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2022,MAR,ARNICA,S/D,PLANTAS MEDICINALES,HOJA Y FLOR,,KG,5.10,,NO MADERABLE
64618,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2022,ABR,ARNICA,S/D,PLANTAS MEDICINALES,HOJA Y FLOR,,KG,5.10,,NO MADERABLE
64638,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2022,MAY,ARNICA,S/D,PLANTAS MEDICINALES,HOJA Y FLOR,,KG,5.10,,NO MADERABLE
64658,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2022,JUN,ARNICA,S/D,PLANTAS MEDICINALES,HOJA Y FLOR,,KG,5.10,,NO MADERABLE
64678,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2022,JUL,ARNICA,S/D,PLANTAS MEDICINALES,HOJA Y FLOR,,KG,5.10,,NO MADERABLE
64698,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2022,AGO,ARNICA,S/D,PLANTAS MEDICINALES,HOJA Y FLOR,,KG,5.10,,NO MADERABLE
64718,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2022,SET,ARNICA,S/D,PLANTAS MEDICINALES,HOJA Y FLOR,,KG,5.10,,NO MADERABLE
64840,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2022,OCT,ARNICA,S/D,PLANTAS MEDICINALES,HOJA Y FLOR,,KG,5.10,,NO MADERABLE
64860,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2022,NOV,ARNICA,S/D,PLANTAS MEDICINALES,HOJA Y FLOR,,KG,5.10,,NO MADERABLE
64880,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2022,DIC,ARNICA,S/D,PLANTAS MEDICINALES,HOJA Y FLOR,,KG,5.10,,NO MADERABLE
65326,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2023,FEB,ARNICA,S/D,PLANTAS MEDICINALES,HOJA Y FLOR,,KG,5.10,,NO MADERABLE
65346,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2023,MAR,ARNICA,S/D,PLANTAS MEDICINALES,HOJA Y FLOR,,KG,5.10,,NO MADERABLE
65366,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2023,ABR,ARNICA,S/D,PLANTAS MEDICINALES,HOJA Y FLOR,,KG,5.10,,NO MADERABLE
65386,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2023,MAY,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
65407,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2023,JUN,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
65428,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2023,JUL,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
65449,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2023,AGO,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
65470,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2023,SET,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
65491,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2023,OCT,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
65512,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2023,NOV,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
65533,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2023,DIC,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
65983,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2024,ENE,ARNICA,S/D,PLANTAS MEDICINALES,HOJA,,KG,5.10,,NO MADERABLE
60819,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2019,JUN,BORRAJA,S/D,PLANTAS MEDICINALES,HOJA,,KG,4.60,,NO MADERABLE
60839,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2019,JUL,BORRAJA,S/D,PLANTAS MEDICINALES,HOJA,,KG,4.60,,NO MADERABLE
60859,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2019,AGO,BORRAJA,S/D,PLANTAS MEDICINALES,HOJA,,KG,4.60,,NO MADERABLE
60879,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2019,SET,BORRAJA,S/D,PLANTAS MEDICINALES,HOJA,,KG,4.60,,NO MADERABLE
60899,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2019,OCT,BORRAJA,S/D,PLANTAS MEDICINALES,HOJA,,KG,4.60,,NO MADERABLE
60919,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2019,NOV,BORRAJA,S/D,PLANTAS MEDICINALES,HOJA,,KG,4.60,,NO MADERABLE
60939,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2019,DIC,BORRAJA,S/D,PLANTAS MEDICINALES,HOJA,,KG,4.60,,NO MADERABLE
60959,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2018,ENE,BORRAJA,S/D,PLANTAS MEDICINALES,HOJA,,KG,4.60,,NO MADERABLE
60979,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2018,MAR,BORRAJA,S/D,PLANTAS MEDICINALES,HOJA,,KG,4.60,,NO MADERABLE
60999,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2018,ABR,BORRAJA,S/D,PLANTAS MEDICINALES,HOJA,,KG,4.60,,NO MADERABLE
61019,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2018,MAY,BORRAJA,S/D,PLANTAS MEDICINALES,HOJA,,KG,4.60,,NO MADERABLE
61039,ATFFS SELVA CENTRAL,CHANCHAMAYO,JUNIN,2018,JUN,BORRAJA,S/D,PLANTAS MEDICINALES,HOJA,,KG,4.60,,NO MADERABLE
